event_id,machine_id,timestamp,temperature,pressure,vibration,cycle_time,parts_per_hour,machine_status,sensor_quality,plc_payload,quality,actual_failure
7764,M_009,2026-01-01 02:22:00,49.36,58.33,2.443,17.15,280.25,Running,90,0x00,GOOD,False
15385,M_040,2026-01-01 04:40:00,66.87,84.14,2.903,23.307,212.68,Running,94,0x00,GOOD,False
38790,M_015,2026-01-01 11:46:00,49.97,51.66,2.59,17.987,289.47,Running,91,0x00,GOOD,False
143439,M_054,2026-01-02 19:28:00,65.52,62.83,2.697,36.959,139.2,Running,90,0x00,GOOD,False
95424,M_054,2026-01-02 04:55:00,70.87,62.04,3.763,37.837,131.98,Running,78,0x00,GOOD,False
92242,M_007,2026-01-02 03:58:00,75.74,84.08,3.297,23.947,185.65,Running,80,0x00,GOOD,False
78655,M_005,2026-01-01 23:51:00,66.06,74.12,4.168,32.047,167.31,Running,86,0x00,GOOD,False
42029,M_009,2026-01-01 12:45:00,52.51,55.09,1.828,16.885,304.27,Running,88,0x00,GOOD,False
24367,M_002,2026-01-01 07:24:00,71.43,74.92,3.5,26.134,199.88,Running,80,0x00,GOOD,False
47339,M_039,2026-01-01 14:21:00,47.21,61.37,1.176,16.251,318.33,Running,96,0x00,GOOD,False
126500,M_055,2026-01-02 14:20:00,53.61,52.27,3.375,17.677,281.45,Running,89,0x00,GOOD,False
63806,M_006,2026-01-01 19:21:00,50.89,61.58,2.864,17.114,276.84,Running,87,0x00,GOOD,False
125248,M_013,2026-01-02 13:58:00,75.82,115.55,4.866,22.67,229.67,Running,85,0x00,GOOD,False
720,M_005,2026-01-01 00:14:00,59.82,75.76,1.778,31.555,179.77,Running,93,0x00,GOOD,False
60773,M_053,2026-01-01 18:25:00,51.14,53.6,2.383,18.0,279.92,Running,78,0x04,GOOD,False
81637,M_017,2026-01-02 00:45:00,86.13,117.45,3.471,20.668,230.28,Running,87,0x00,GOOD,False
99259,M_039,2026-01-02 06:05:00,50.08,54.78,1.802,17.99,296.08,Running,91,0x00,GOOD,False
144402,M_027,2026-01-02 19:46:00,79.8,115.93,4.001,24.298,227.87,Running,74,0x00,GOOD,False
160857,M_037,2026-01-03 00:45:00,56.1,68.52,2.483,37.111,105.53,Running,91,0x00,GOOD,False
88903,M_023,2026-01-02 02:57:00,49.69,,2.654,16.111,271.68,Running,82,0x00,BAD,False
123198,M_053,2026-01-02 13:20:00,51.82,51.85,2.151,18.596,285.35,Running,83,0x00,GOOD,False
57324,M_014,2026-01-01 17:23:00,60.86,66.79,3.18,36.724,129.86,Running,88,0x00,GOOD,False
86604,M_034,2026-01-02 02:15:00,64.95,85.65,4.074,24.346,149.06,Running,81,0x00,GOOD,False
82548,M_048,2026-01-02 01:01:00,79.98,107.99,4.528,22.454,218.74,Warning,76,0x04,BAD,False
47572,M_052,2026-01-01 14:25:00,92.22,,4.078,20.819,233.44,Failed,72,0x01,GOOD,True
124987,M_027,2026-01-02 13:53:00,76.33,116.31,4.028,24.89,235.17,Running,77,0x00,GOOD,False
118066,M_036,2026-01-02 11:47:00,75.58,61.63,3.436,37.669,128.19,Running,83,0x00,GOOD,False
69094,M_014,2026-01-01 20:57:00,58.42,72.08,3.217,36.25,134.77,Running,93,0x00,GOOD,False
177486,M_001,2026-01-03 05:48:00,75.51,112.43,3.859,20.998,186.34,Running,82,0x00,GOOD,False
96645,M_010,2026-01-02 05:18:00,47.52,58.1,0.71,16.315,277.99,Running,98,0x00,GOOD,False
4584,M_019,2026-01-01 01:19:57,79.48,117.55,4.085,20.065,233.24,Running,86,0x00,GOOD,False
68605,M_020,2026-01-01 20:48:00,83.75,111.77,5.615,,233.9,Running,82,0x00,GOOD,False
30898,M_043,2026-01-01 09:22:00,73.27,81.63,5.463,24.393,209.67,Running,81,0x00,GOOD,False
4657,M_037,2026-01-01 01:25:00,67.22,67.24,2.488,41.633,113.43,Running,78,0x00,GOOD,False
64042,M_022,2026-01-01 19:25:00,78.6,118.09,2.457,21.25,255.97,Running,84,0x00,GOOD,False
2813,M_008,2026-01-01 00:52:00,72.42,77.38,4.096,25.73,198.28,Running,76,0x00,GOOD,False
40911,M_046,2026-01-01 12:24:00,53.18,51.85,2.522,17.103,222.04,Running,83,0x00,GOOD,False
34333,M_013,2026-01-01 10:25:00,82.1,112.09,4.879,24.797,,Running,76,0x00,GOOD,False
34158,M_003,2026-01-01 10:22:00,59.15,66.98,4.12,37.666,143.55,Running,79,0x00,BAD,False
175116,M_051,2026-01-03 05:04:00,87.05,109.53,4.492,19.482,190.69,Running,83,0x00,GOOD,False
41005,M_030,2026-01-01 12:26:00,68.12,84.79,4.666,23.939,153.3,Running,88,0x00,GOOD,False
40560,M_025,2026-01-01 12:18:00,49.85,52.97,1.719,17.97,207.16,Running,77,0x00,GOOD,False
147180,M_055,2026-01-02 20:36:00,53.26,57.51,2.804,16.608,282.82,Running,87,0x00,GOOD,False
8389,M_029,2026-01-01 02:33:00,66.01,73.34,2.946,33.548,158.44,Running,80,0x02,BAD,False
155547,M_007,2026-01-02 23:09:00,81.32,83.53,4.956,25.777,175.22,Warning,78,0x00,GOOD,False
6889,M_014,2026-01-01 02:06:00,56.87,66.16,3.331,36.971,94.51,Running,83,0x00,GOOD,False
33131,M_021,2026-01-01 10:03:00,79.82,116.09,2.9,20.115,283.0,Running,91,0x00,GOOD,False
134178,M_033,2026-01-02 16:40:00,70.96,81.8,3.98,29.959,166.74,Warning,71,0x00,GOOD,False
104548,M_048,2026-01-02 07:41:00,80.32,115.85,3.934,21.596,245.86,Running,83,0x00,GOOD,False
38544,M_044,2026-01-01 11:41:00,49.47,53.35,2.91,19.511,276.62,Running,80,0x00,GOOD,False
52056,M_026,2026-01-01 15:47:00,80.29,69.77,,,138.19,Failed,61,0x01,BAD,True
1908,M_038,2026-01-01 00:35:00,56.35,76.63,1.813,31.083,,Running,99,0x00,GOOD,False
62740,M_040,2026-01-01 19:01:00,82.65,79.57,3.828,24.777,200.04,Running,77,0x00,GOOD,False
128525,M_045,2026-01-02 14:57:00,70.85,78.83,3.37,25.737,199.53,Running,77,0x00,GOOD,False
153727,M_002,2026-01-02 22:36:00,63.26,76.74,2.982,24.877,186.83,Running,85,0x00,GOOD,False
146573,M_053,2026-01-02 20:25:00,51.39,,3.078,18.886,269.07,Running,78,0x00,GOOD,False
165618,M_013,2026-01-03 02:12:00,71.67,117.59,3.953,22.045,160.44,Running,80,0x00,GOOD,False
162653,M_018,2026-01-03 01:18:00,72.11,114.44,3.98,21.003,,Running,89,0x00,GOOD,False
37439,M_039,2026-01-01 11:21:00,51.51,54.33,2.461,18.251,290.69,Running,82,0x00,GOOD,False
11008,M_008,2026-01-01 03:21:00,69.97,78.81,3.608,25.274,191.15,Running,80,0x00,GOOD,False
50688,M_033,2026-01-01 15:22:00,67.43,87.98,2.875,24.293,203.42,Running,95,0x00,GOOD,False
127578,M_033,2026-01-02 14:40:00,70.72,80.19,4.172,26.828,182.91,Running,76,0x00,GOOD,False
61314,M_044,2026-01-01 18:35:00,50.61,56.07,3.306,20.173,273.85,Running,85,0x00,GOOD,False
136037,M_022,2026-01-02 17:14:00,78.53,116.7,3.558,22.223,233.89,Running,82,0x00,GOOD,False
19321,M_016,2026-01-01 05:52:00,69.11,76.15,4.18,32.206,154.82,Running,86,0x00,GOOD,False
64268,M_028,2026-01-01 19:29:00,82.19,113.43,4.734,19.417,268.45,Running,87,0x00,GOOD,False
105985,M_055,2026-01-02 08:07:00,51.56,53.78,3.064,16.442,287.12,Running,86,0x00,GOOD,False
23947,M_022,2026-01-01 07:16:00,83.29,115.7,3.641,,234.8,Running,79,0x00,GOOD,False
14442,M_032,2026-01-01 04:23:00,70.29,77.54,2.074,32.042,177.68,Running,85,0x00,GOOD,False
159846,M_016,2026-01-03 00:27:00,61.4,79.69,3.301,31.47,136.47,Running,95,0x00,GOOD,False
144530,M_045,2026-01-02 19:48:00,68.76,83.91,3.252,25.849,202.33,Running,80,0x00,GOOD,False
123257,M_002,2026-01-02 13:22:00,65.25,83.33,2.201,23.228,242.23,Running,90,0x00,GOOD,False
167445,M_025,2026-01-03 02:45:00,45.1,57.88,1.664,16.597,232.55,Running,97,0x00,GOOD,False
169859,M_019,2026-01-03 03:29:00,79.58,116.18,4.968,20.751,188.88,Running,85,0x00,GOOD,False
169313,M_023,2026-01-03 03:19:00,48.99,,3.411,17.539,236.39,Running,88,0x00,GOOD,False
35886,M_026,2026-01-01 10:53:00,68.15,75.43,2.804,31.446,182.44,Running,86,0x00,GOOD,False
18265,M_005,2026-01-01 05:33:00,62.62,75.31,,32.549,182.16,Running,84,0x00,GOOD,False
70786,M_001,2026-01-01 21:28:00,78.82,113.65,3.575,20.634,251.02,Running,83,0x00,GOOD,False
58243,M_053,2026-01-01 17:39:00,51.75,53.28,3.214,,273.54,Running,79,0x00,GOOD,False
140161,M_021,2026-01-02 18:29:00,79.85,114.32,3.39,21.166,235.25,Running,81,0x00,GOOD,False
23225,M_015,2026-01-01 07:03:00,50.44,52.06,1.844,17.043,304.05,Running,94,0x00,GOOD,False
56547,M_007,2026-01-01 17:09:00,73.06,87.61,3.754,23.677,227.2,Running,84,0x00,GOOD,False
109962,M_017,2026-01-02 09:20:00,94.6,116.82,3.867,20.728,234.78,Running,80,0x00,GOOD,False
119921,M_021,2026-01-02 12:21:00,69.49,116.33,3.757,20.077,180.75,Running,91,0x00,GOOD,False
71475,M_030,2026-01-01 21:40:00,74.69,88.15,4.528,23.928,212.15,Running,82,0x00,GOOD,False
49184,M_014,2026-01-01 14:55:00,64.55,70.16,4.317,38.518,135.53,Running,81,0x00,GOOD,False
34820,M_005,2026-01-01 10:34:00,70.8,69.01,4.289,32.423,164.62,Running,81,0x00,GOOD,False
5259,M_034,2026-01-01 01:36:00,70.25,,4.821,24.729,191.91,Running,83,0x00,GOOD,False
44914,M_034,2026-01-01 13:37:00,67.28,87.72,3.482,23.795,230.21,Running,84,0x00,GOOD,False
11888,M_008,2026-01-01 03:37:00,70.73,78.74,3.453,25.168,211.19,Running,81,0x00,GOOD,False
135815,M_020,2026-01-02 17:10:00,79.68,115.47,3.586,20.608,246.8,Running,86,0x00,GOOD,False
31495,M_035,2026-01-01 09:33:00,67.34,77.37,3.498,31.768,175.29,Running,78,0x00,GOOD,False
109934,M_044,2026-01-02 09:19:00,,60.67,2.26,19.382,272.65,Running,82,0x00,GOOD,False
8121,M_036,2026-01-01 02:28:00,71.19,61.26,2.344,37.587,125.4,Running,77,0x00,BAD,False
156972,M_002,2026-01-02 23:35:00,67.09,78.8,2.484,24.961,180.86,Running,86,0x00,GOOD,False
117708,M_008,2026-01-02 11:41:00,,82.48,2.576,23.884,231.98,Running,94,0x00,GOOD,False
143188,M_023,2026-01-02 19:24:00,48.23,53.82,1.896,16.804,307.48,Running,96,0x00,GOOD,False
70647,M_027,2026-01-01 21:25:00,73.8,124.22,2.606,19.769,276.6,Running,94,0x00,GOOD,False
81373,M_028,2026-01-02 00:40:00,86.96,111.96,6.044,21.63,220.85,Running,76,0x00,GOOD,False
178257,M_002,2026-01-03 06:02:00,65.81,77.45,2.743,26.127,165.77,Running,80,0x00,GOOD,False
51246,M_041,2026-01-01 15:32:00,67.98,67.12,3.49,41.611,,Running,77,0x00,GOOD,False
101491,M_016,2026-01-02 06:46:00,63.25,77.2,3.65,31.121,172.45,Running,90,0x00,GOOD,False
151330,M_025,2026-01-02 21:52:00,55.48,50.52,2.316,19.537,256.38,Running,81,0x00,GOOD,False
13970,M_055,2026-01-01 04:14:00,47.67,55.11,1.432,16.052,289.43,Running,91,0x00,BAD,False
151420,M_005,2026-01-02 21:54:00,65.62,74.32,3.891,32.481,181.41,Running,78,0x00,GOOD,False
169950,M_055,2026-01-03 03:30:00,45.08,54.51,1.855,15.759,237.92,Running,91,0x00,GOOD,False
146293,M_048,2026-01-02 20:20:00,,107.44,5.458,21.71,238.16,Running,72,0x00,GOOD,False
96225,M_030,2026-01-02 05:10:00,71.73,87.18,5.306,24.493,189.46,Running,80,0x00,GOOD,False
16731,M_011,2026-01-01 05:05:00,51.83,54.2,2.977,21.387,244.72,Failed,66,0x01,BAD,True
95095,M_055,2026-01-02 04:49:00,52.42,56.73,3.527,17.251,257.46,Running,79,0x00,GOOD,False
128387,M_017,2026-01-02 14:55:00,98.86,,4.872,22.524,215.14,Failed,55,0x00,BAD,True
125920,M_025,2026-01-02 14:10:00,54.07,50.53,2.055,19.191,269.81,Running,79,0x00,GOOD,False
100925,M_055,2026-01-02 06:35:00,53.05,53.36,4.013,16.939,267.42,Running,85,0x00,GOOD,False
172739,M_039,2026-01-03 04:21:00,51.03,50.35,2.682,19.041,233.41,Running,79,0x00,GOOD,False
4417,M_017,2026-01-01 01:21:00,92.71,115.39,5.24,19.887,210.49,Running,79,0x00,GOOD,False
55656,M_051,2026-01-01 16:52:00,91.96,110.7,4.863,21.119,221.88,Running,81,0x00,GOOD,False
15272,M_037,2026-01-01 04:38:00,62.73,71.85,2.269,38.414,128.76,Running,89,0x00,GOOD,False
18610,M_020,2026-01-01 05:37:45,85.56,109.88,4.156,21.981,229.93,Running,79,0x00,GOOD,False
102681,M_051,2026-01-02 07:07:00,92.02,109.57,3.914,21.751,214.32,Running,73,0x00,GOOD,False
154005,M_005,2026-01-02 22:41:00,61.71,75.29,3.604,32.45,,Running,89,0x00,GOOD,False
50781,M_016,2026-01-01 15:24:00,69.41,75.5,4.589,,167.4,Running,76,0x02,GOOD,False
128667,M_022,2026-01-02 15:00:00,77.33,112.15,3.709,23.62,227.21,Running,79,0x00,GOOD,False
121202,M_037,2026-01-02 12:44:00,64.16,65.61,2.715,38.87,,Running,88,0x00,GOOD,False
33678,M_018,2026-01-01 10:13:00,84.19,112.41,5.187,23.466,226.18,Running,72,0x00,GOOD,False
2349,M_039,2026-01-01 00:43:00,48.93,57.93,1.978,16.768,285.03,Running,95,0x00,BAD,False
2128,M_038,2026-01-01 00:39:00,54.06,76.96,2.306,30.675,172.2,Running,91,0x00,GOOD,False
65481,M_031,2026-01-01 19:51:00,64.35,67.71,3.22,36.959,134.58,Running,83,0x00,GOOD,False
57967,M_052,2026-01-01 17:34:00,88.72,115.57,3.936,19.916,268.64,Running,88,0x00,GOOD,False
168137,M_002,2026-01-03 02:58:00,63.18,82.53,2.579,24.425,170.38,Running,84,0x00,GOOD,False
126124,M_009,2026-01-02 14:14:00,52.58,55.77,2.31,17.565,288.46,Running,91,0x00,GOOD,False
106049,M_009,2026-01-02 08:09:00,51.72,57.72,2.091,17.649,276.72,Running,79,0x00,GOOD,False
92482,M_027,2026-01-02 04:02:00,77.53,119.79,3.296,22.307,223.41,Running,84,0x00,GOOD,False
32030,M_020,2026-01-01 09:43:00,84.45,110.0,5.09,22.296,250.62,Running,72,0x00,GOOD,False
156123,M_033,2026-01-02 23:19:00,,78.29,2.895,27.661,169.28,Running,80,0x00,GOOD,False
131426,M_031,2026-01-02 15:50:00,64.55,70.03,3.823,37.81,140.21,Running,80,0x00,GOOD,False
108462,M_002,2026-01-02 08:53:00,73.21,74.53,4.483,26.701,192.36,Running,81,0x00,GOOD,False
72957,M_027,2026-01-01 22:07:00,,121.89,2.974,22.296,231.09,Running,82,0x00,GOOD,False
73536,M_001,2026-01-01 22:18:00,81.65,112.57,3.911,22.178,219.87,Warning,76,0x00,GOOD,False
151538,M_013,2026-01-02 21:56:00,76.05,109.44,4.597,24.714,226.54,Running,80,0x00,GOOD,False
48884,M_044,2026-01-01 14:49:00,52.38,59.11,2.858,20.006,261.92,Running,82,0x00,GOOD,False
85028,M_053,2026-01-02 01:46:00,49.86,53.04,2.689,18.958,243.41,Running,79,0x00,GOOD,False
111649,M_054,2026-01-02 09:50:00,56.95,64.35,,36.133,103.08,Running,87,0x00,GOOD,False
4949,M_054,2026-01-01 01:30:00,71.71,65.52,2.805,38.204,122.03,Running,78,0x00,GOOD,False
7119,M_024,2026-01-01 02:10:00,72.48,112.71,4.288,21.104,170.99,Running,85,0x00,BAD,False
106633,M_043,2026-01-02 08:19:00,67.72,82.09,4.269,24.211,217.89,Running,79,0x00,GOOD,False
113504,M_039,2026-01-02 10:24:00,53.03,56.54,2.306,18.136,289.79,Running,83,0x00,GOOD,False
163159,M_029,2026-01-03 01:27:00,57.91,78.46,2.51,32.011,137.28,Running,96,0x00,GOOD,False
100921,M_051,2026-01-02 06:35:00,97.15,112.11,5.099,22.255,206.83,Warning,71,0x00,BAD,False
75268,M_028,2026-01-01 22:49:00,76.23,113.74,3.299,19.115,267.26,Running,88,0x00,GOOD,False
118419,M_004,2026-01-02 11:54:00,62.16,69.84,1.815,37.113,,Running,85,0x00,GOOD,False
97592,M_022,2026-01-02 05:35:00,77.64,116.18,3.736,21.859,231.7,Running,90,0x00,BAD,False
87490,M_040,2026-01-02 02:31:00,74.52,81.27,3.989,25.315,199.02,Running,82,0x00,GOOD,False
128448,M_023,2026-01-02 14:56:00,51.18,50.87,3.416,16.965,290.83,Running,87,0x00,GOOD,False
162563,M_038,2026-01-03 01:16:00,58.66,72.27,3.138,32.17,128.6,Running,88,0x00,GOOD,False
49001,M_051,2026-01-01 14:51:00,96.95,,4.468,22.297,224.92,Warning,71,0x00,BAD,False
74302,M_052,2026-01-01 22:31:00,83.57,115.37,3.629,19.613,247.64,Running,88,0x00,GOOD,False
109005,M_050,2026-01-02 09:02:00,66.4,68.76,2.453,33.881,169.48,Running,78,0x00,GOOD,False
9835,M_045,2026-01-01 02:59:00,71.94,75.19,4.184,27.329,174.53,Warning,70,0x00,GOOD,False
52604,M_024,2026-01-01 15:57:00,81.06,115.79,3.622,19.35,256.0,Running,84,0x00,GOOD,False
69160,M_025,2026-01-01 20:58:00,48.8,54.68,1.995,17.486,283.3,Running,91,0x00,BAD,False
9699,M_019,2026-01-01 02:57:00,78.04,115.71,4.769,20.808,236.82,Running,77,0x00,GOOD,False
85009,M_034,2026-01-02 01:46:00,65.53,86.48,3.67,23.905,193.88,Running,86,0x00,GOOD,False
48231,M_051,2026-01-01 14:37:00,93.29,108.4,4.692,20.473,229.83,Running,77,0x00,GOOD,False
170861,M_031,2026-01-03 03:51:05,60.11,71.3,3.132,36.792,109.94,Running,92,0x00,GOOD,False
103876,M_036,2026-01-02 07:29:00,75.71,65.78,2.453,38.64,129.33,Running,79,0x00,GOOD,False
78988,M_008,2026-01-01 23:57:00,68.13,79.29,2.871,24.886,210.5,Running,77,0x00,GOOD,False
107708,M_018,2026-01-02 08:39:00,78.71,112.65,4.074,22.057,236.61,Running,79,0x00,GOOD,False
161,M_051,2026-01-01 00:03:00,,116.97,2.509,18.873,267.67,Running,96,0x00,GOOD,False
112897,M_037,2026-01-02 10:13:00,65.68,68.22,2.763,39.654,131.48,Running,84,0x00,GOOD,False
121703,M_043,2026-01-02 12:53:00,74.26,82.06,6.057,25.016,202.73,Running,76,0x00,GOOD,False
87591,M_031,2026-01-02 02:33:00,58.34,68.08,3.536,37.222,122.16,Running,86,0x00,GOOD,False
141406,M_001,2026-01-02 18:52:00,82.69,114.4,3.728,20.763,238.98,Running,80,0x00,GOOD,False
108178,M_048,2026-01-02 08:47:00,82.82,111.24,3.982,22.593,229.87,Running,74,0x00,GOOD,False
158082,M_012,2026-01-02 23:55:00,45.9,63.95,0.945,15.02,296.07,Running,97,0x00,GOOD,False
8286,M_036,2026-01-01 02:31:00,61.46,67.41,1.776,36.886,130.93,Running,95,0x00,GOOD,False
60741,M_021,2026-01-01 18:25:00,79.27,112.25,2.536,20.582,267.17,Running,86,0x00,GOOD,False
52547,M_022,2026-01-01 15:56:00,82.97,116.53,5.014,25.443,213.22,Running,76,0x00,GOOD,False
67152,M_052,2026-01-01 20:21:00,89.38,111.78,4.371,19.319,258.58,Running,78,0x00,GOOD,False
69261,M_016,2026-01-01 21:00:00,67.87,74.39,3.23,31.397,183.58,Running,90,0x00,GOOD,False
98044,M_034,2026-01-02 05:43:00,64.6,87.66,2.526,22.896,211.57,Running,93,0x00,GOOD,False
10606,M_046,2026-01-01 03:13:00,47.91,57.07,1.701,16.429,275.89,Running,94,0x00,GOOD,False
172806,M_051,2026-01-03 04:22:00,92.08,,4.541,22.064,181.83,Failed,60,0x01,BAD,True
124616,M_041,2026-01-02 13:46:00,65.13,63.23,2.879,41.797,113.49,Running,80,0x00,BAD,False
57012,M_032,2026-01-01 17:17:00,74.05,75.84,2.991,32.837,185.37,Running,80,0x00,GOOD,False
154794,M_024,2026-01-02 22:55:00,78.8,112.85,4.749,20.781,226.01,Running,77,0x00,GOOD,False
132215,M_050,2026-01-02 16:04:00,62.04,77.26,2.275,31.906,185.51,Running,85,0x00,GOOD,False
62681,M_036,2026-01-01 18:58:54,77.95,65.95,3.112,38.262,127.49,Running,75,0x00,GOOD,False
13911,M_051,2026-01-01 04:13:00,91.21,111.17,3.7,20.844,221.92,Running,76,0x00,BAD,False
90885,M_025,2026-01-02 03:33:00,49.93,50.91,2.045,18.063,258.89,Running,89,0x00,GOOD,False
99133,M_023,2026-01-02 06:03:00,48.55,56.57,2.219,16.459,293.33,Running,95,0x00,GOOD,False
29761,M_006,2026-01-01 09:02:00,51.5,57.67,3.761,18.055,279.41,Running,83,0x00,GOOD,False
92165,M_040,2026-01-02 03:56:00,62.63,83.03,2.602,22.484,210.36,Running,92,0x00,GOOD,False
24106,M_016,2026-01-01 07:21:56,74.59,71.27,5.803,33.153,163.65,Warning,71,0x00,GOOD,False
20560,M_045,2026-01-01 06:14:00,68.3,81.98,4.376,25.484,221.28,Running,79,0x00,GOOD,False
126498,M_053,2026-01-02 14:20:00,55.08,53.01,2.879,19.957,270.71,Running,76,0x00,GOOD,False
152255,M_015,2026-01-02 22:09:00,51.99,47.82,2.462,18.746,254.97,Running,88,0x00,GOOD,False
164437,M_042,2026-01-03 01:50:00,56.86,61.92,2.972,36.759,108.58,Running,91,0x00,GOOD,False
129094,M_009,2026-01-02 15:08:00,51.12,57.13,2.681,17.757,283.36,Running,81,0x00,GOOD,False
118782,M_037,2026-01-02 12:00:00,56.41,68.47,2.329,38.67,99.46,Running,85,0x00,GOOD,False
162568,M_043,2026-01-03 01:16:00,64.8,83.67,3.72,23.388,172.79,Running,83,0x00,GOOD,False
179008,M_038,2026-01-03 06:15:00,57.54,73.93,2.976,32.305,137.55,Running,82,0x00,GOOD,False
130344,M_049,2026-01-02 15:30:00,59.04,53.87,2.972,39.637,121.94,Running,72,0x00,GOOD,False
55264,M_044,2026-01-01 16:45:00,49.55,57.84,2.285,19.005,270.53,Running,88,0x00,GOOD,False
120645,M_030,2026-01-02 12:36:25,68.5,92.13,3.147,23.033,229.47,Running,93,0x00,GOOD,False
30654,M_019,2026-01-01 09:18:00,76.86,115.69,3.973,19.822,265.79,Failed,68,0x01,BAD,True
124338,M_038,2026-01-02 13:41:00,60.61,73.76,3.047,33.073,159.7,Running,88,0x00,GOOD,False
161974,M_054,2026-01-03 01:05:00,59.79,66.82,3.101,37.896,111.94,Running,84,0x00,GOOD,False
141950,M_050,2026-01-02 19:01:00,60.89,79.02,2.677,32.622,178.05,Running,85,0x00,BAD,False
83291,M_021,2026-01-02 01:15:00,79.18,,3.978,21.777,229.78,Failed,62,0x00,BAD,True
135378,M_023,2026-01-02 17:02:00,50.97,51.68,3.474,17.981,273.52,Running,76,0x00,GOOD,False
120110,M_045,2026-01-02 12:24:00,57.37,87.38,2.858,23.765,155.88,Running,89,0x00,GOOD,False
42743,M_008,2026-01-01 12:58:00,71.89,77.36,3.78,26.056,230.97,Failed,58,0x01,GOOD,True
61861,M_041,2026-01-01 18:45:00,59.59,63.03,2.82,39.448,117.84,Running,87,0x00,GOOD,False
86632,M_007,2026-01-02 02:16:00,64.78,85.52,3.571,23.317,151.84,Running,91,0x00,BAD,False
16860,M_030,2026-01-01 05:07:00,75.34,87.1,4.563,24.186,190.21,Running,79,0x00,GOOD,False
109439,M_044,2026-01-02 09:10:00,48.8,61.57,2.344,19.136,267.28,Running,84,0x00,GOOD,False
176381,M_051,2026-01-03 05:27:00,76.69,113.66,2.817,19.219,201.95,Running,87,0x00,GOOD,False
52750,M_005,2026-01-01 16:00:00,67.31,73.2,3.818,31.937,177.18,Running,84,0x00,GOOD,False
38195,M_025,2026-01-01 11:35:00,55.62,51.27,1.952,19.241,269.66,Running,79,0x00,GOOD,False
162161,M_021,2026-01-03 01:09:00,74.1,114.1,3.205,20.174,194.13,Running,87,0x00,GOOD,False
111271,M_006,2026-01-02 09:44:00,52.59,57.98,3.715,17.671,269.82,Running,77,0x00,GOOD,False
119127,M_052,2026-01-02 12:06:00,83.94,117.53,3.895,20.547,177.82,Running,81,0x00,GOOD,False
11388,M_003,2026-01-01 03:28:00,58.91,65.58,3.154,36.566,124.3,Running,85,0x00,GOOD,False
56664,M_014,2026-01-01 17:11:00,60.83,68.9,4.378,36.665,120.99,Running,83,0x00,GOOD,False
9817,M_027,2026-01-01 02:59:00,70.26,121.9,3.182,20.322,236.17,Running,90,0x00,GOOD,False
3561,M_041,2026-01-01 01:05:00,59.03,67.83,1.847,39.582,117.28,Running,82,0x00,GOOD,False
28782,M_017,2026-01-01 08:44:00,97.19,111.27,4.269,22.754,214.59,Warning,72,0x00,GOOD,False
65894,M_004,2026-01-01 19:59:00,,60.7,2.971,,117.48,Running,75,0x00,GOOD,False
109630,M_015,2026-01-02 09:14:00,49.11,50.87,2.524,17.688,286.13,Running,87,0x00,GOOD,False
34046,M_001,2026-01-01 10:20:00,80.71,111.72,3.561,22.153,245.98,Running,77,0x00,GOOD,False
11772,M_002,2026-01-01 03:35:00,67.89,76.2,3.61,,185.58,Running,83,0x00,GOOD,False
10986,M_041,2026-01-01 03:20:00,62.02,64.92,2.667,39.333,109.45,Running,90,0x00,GOOD,False
90582,M_052,2026-01-02 03:27:00,93.88,118.12,4.041,21.172,234.73,Running,80,0x00,GOOD,False
14328,M_028,2026-01-01 04:21:00,79.14,110.5,,20.645,240.57,Running,85,0x00,GOOD,False
41228,M_033,2026-01-01 12:30:00,62.11,88.0,3.37,25.427,150.04,Running,90,0x00,GOOD,False
170929,M_044,2026-01-03 03:48:00,,60.32,2.526,19.486,234.55,Running,87,0x00,GOOD,False
145827,M_022,2026-01-02 20:12:00,84.42,115.78,4.145,23.553,223.8,Running,78,0x00,GOOD,False
167197,M_052,2026-01-03 02:40:00,75.09,120.69,2.603,19.579,208.66,Running,94,0x00,GOOD,False
117587,M_052,2026-01-02 11:38:00,88.92,114.52,4.36,21.388,234.69,Running,85,0x00,GOOD,False
71101,M_041,2026-01-01 21:33:00,67.37,67.89,3.353,41.07,,Running,76,0x00,GOOD,False
178663,M_023,2026-01-03 06:09:00,45.36,52.79,3.367,17.116,252.5,Running,84,0x00,GOOD,False
65181,M_006,2026-01-01 19:46:00,52.84,56.47,4.033,18.192,292.07,Running,77,0x00,GOOD,False
126005,M_055,2026-01-02 14:11:00,54.48,52.75,3.612,16.803,275.76,Running,91,0x00,GOOD,False
27825,M_050,2026-01-01 08:26:00,63.77,,3.172,34.207,167.57,Running,77,0x00,GOOD,False
154967,M_032,2026-01-02 22:58:00,67.95,83.13,1.22,31.227,167.43,Running,89,0x00,GOOD,False
124670,M_040,2026-01-02 13:47:00,77.23,78.64,4.293,24.832,197.3,Running,82,0x00,BAD,False
23833,M_018,2026-01-01 07:14:00,81.77,119.06,4.6,23.416,228.53,Running,82,0x02,GOOD,False
74121,M_036,2026-01-01 22:28:00,61.44,66.58,1.413,36.355,137.34,Running,92,0x00,GOOD,False
54299,M_014,2026-01-01 16:28:00,65.54,66.35,5.741,37.667,122.06,Running,75,0x00,GOOD,False
5911,M_026,2026-01-01 01:48:00,75.18,71.65,3.939,34.538,140.99,Warning,78,0x00,BAD,False
